"TOA5","CR3000","CR3000","1586","CR3000.Std.07","CPU:lab9_radiation.CR3","23301","CNR1"
"TIMESTAMP","RECORD","CM3Up_Avg","CM3Dn_Avg","CG3Up_Avg","CG3Dn_Avg","CNR1TC_Avg","CNR1TK_Avg","CG3UpCo_Avg","CG3DnCo_Avg","NetTot_Avg","SkytempC_Avg","GroundtempC_Avg"
"TS","RN","W/metre^2","W/metre^2","W/metre^2","W/metre^2","DegC","K","W/metre^2","W/metre^2","W/metre^2","degC","degC"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2020-03-13 11:23:00",0,2.102,0.162,8.14,1.671,21.55,294.7,435.8,429.3,8.41,22.94,21.83
"2020-03-13 11:23:10",1,2.102,0.129,8.12,1.639,21.56,294.7,435.8,429.3,8.45,22.95,21.84
"2020-03-13 11:23:20",2,2.135,0.151,8.05,1.606,21.56,294.7,435.8,429.3,8.43,22.94,21.83
"2020-03-13 11:23:30",3,2.124,0.14,8.1,1.639,21.56,294.7,435.8,429.4,8.44,22.95,21.84
"2020-03-13 11:23:40",4,2.081,0.108,8.3,1.649,21.56,294.7,436,429.4,8.62,22.98,21.85
"2020-03-13 11:23:50",5,2.07,0.129,8.12,1.649,21.57,294.7,435.9,429.4,8.41,22.95,21.85
"2020-03-13 11:24:00",6,2.081,0.14,8.19,1.649,21.56,294.7,435.9,429.4,8.48,22.96,21.85
"2020-03-13 11:24:10",7,2.091,0.129,8.16,1.703,21.57,294.7,435.9,429.5,8.42,22.96,21.86
"2020-03-13 11:24:20",8,2.081,0.086,8.09,1.736,21.57,294.7,435.9,429.5,8.34,22.95,21.87
"2020-03-13 11:24:30",9,2.102,0.14,8.04,1.682,21.57,294.7,435.8,429.4,8.32,22.94,21.85
"2020-03-13 11:24:40",10,2.091,0.119,8.1,1.671,21.57,294.7,435.9,429.4,8.4,22.95,21.86
"2020-03-13 11:24:50",11,2.048,0.108,8.07,1.617,21.57,294.7,435.8,429.4,8.4,22.95,21.84
"2020-03-13 11:25:00",12,2.038,0.043,8.09,1.617,21.57,294.7,435.9,429.4,8.46,22.96,21.85
"2020-03-13 11:25:10",13,2.027,0.086,8.12,1.639,21.57,294.7,435.9,429.4,8.42,22.96,21.85
"2020-03-13 11:25:20",14,2.027,0.086,8.07,1.682,21.57,294.7,435.9,429.5,8.33,22.96,21.86
"2020-03-13 11:25:30",15,1.994,0.075,8.58,1.703,21.58,294.7,436.4,429.5,8.8,23.04,21.87
"2020-03-13 11:25:40",16,1.962,0.054,8.99,1.725,21.58,294.7,436.8,429.5,9.17,23.11,21.87
"2020-03-13 11:25:50",17,2.005,0.086,8.3,1.693,21.58,294.7,436.1,429.5,8.53,23,21.87
"2020-03-13 11:26:00",18,2.005,0.086,8.13,1.736,21.58,294.7,436,429.6,8.31,22.97,21.88
"2020-03-13 11:26:10",19,1.994,0.054,8.07,1.682,21.58,294.7,435.9,429.5,8.33,22.96,21.87
"2020-03-13 11:26:20",20,2.016,0.075,8.11,1.703,21.59,294.7,436,429.6,8.34,22.97,21.88
"2020-03-13 11:26:30",21,2.027,0.075,8.1,1.779,21.59,294.7,436,429.7,8.27,22.97,21.89
"2020-03-13 11:26:40",22,2.091,0.119,8.1,1.671,21.59,294.7,436,429.5,8.4,22.97,21.87
"2020-03-13 11:26:50",23,2.059,0.119,8.1,1.649,21.59,294.7,436,429.5,8.39,22.97,21.87
"2020-03-13 11:27:00",24,2.048,0.097,8.12,1.682,21.59,294.7,436,429.6,8.39,22.98,21.88
"2020-03-13 11:27:10",25,2.07,0.151,8.14,1.671,21.59,294.7,436,429.6,8.39,22.98,21.88
"2020-03-13 11:27:20",26,2.059,0.119,8.16,1.671,21.59,294.7,436.1,429.6,8.43,22.99,21.88
"2020-03-13 11:27:30",27,2.081,0.129,8.15,1.682,21.59,294.7,436.1,429.6,8.42,22.99,21.88
"2020-03-13 11:27:40",28,2.081,0.14,8.11,1.757,21.6,294.7,436.1,429.7,8.29,22.99,21.9
"2020-03-13 11:27:50",29,2.059,0.119,8.1,1.714,21.59,294.7,436,429.6,8.32,22.98,21.89
"2020-03-13 11:28:00",30,2.059,0.14,8.1,1.725,21.6,294.8,436.1,429.7,8.29,22.98,21.9
"2020-03-13 11:28:10",31,2.059,0.14,8.11,1.746,21.6,294.8,436.1,429.7,8.28,22.99,21.9
"2020-03-13 11:28:20",32,2.059,0.151,8.1,1.779,21.6,294.7,436,429.7,8.23,22.98,21.9
"2020-03-13 11:28:30",33,2.07,0.172,8.12,1.736,21.6,294.8,436.1,429.7,8.28,22.99,21.9
